kepid,label,has_confirmed_planet,confirmed_planet_count,detectable_planet_count,confirmed_planet_names,split,signal_count,periods_days,epochs_bkjd,durations_hours,quarters
11650401,CONFIRMED,1,1,1,Kepler-1614 b,train,1,3.94660745,132.24892,2.705,4;5;6
11651712,CONFIRMED,1,1,1,Kepler-1479 b,train,1,14.53260546,140.4685,2.4212,4;5;6
11656246,CONFIRMED,1,1,1,Kepler-885 b,train,1,18.11473813,147.4904,5.2706,4;5;6
11656721,CONFIRMED,1,1,1,Kepler-594 b,train,1,13.64617478,180.34991,3.4098,4;5;6
11657614,CONFIRMED,1,1,1,Kepler-1481 b,train,1,5.94228603,133.804,2.169,4;5;6
11657891,CONFIRMED,1,1,1,Kepler-1028 b,train,1,2.514628496,132.90904,1.6239,4;5;6
11662184,CONFIRMED,1,1,1,Kepler-1348 b,train,1,27.5722144,145.39543,5.256,4;5;6
11666881,CONFIRMED,1,1,1,Kepler-480 b,train,1,4.919584997,134.602396,4.1988,4;5;6
11669239,CONFIRMED,1,2,1,Kepler-180 b;Kepler-180 c,train,1,13.81733587,135.03413,4.261,4;5;6
11670125,CONFIRMED,1,1,1,Kepler-1206 b,train,1,1.217000383,132.03128,1.3285,4;5;6
11671579,CONFIRMED,1,1,1,Kepler-1611 b,train,1,5.17624997,133.7381,5.261,4;5;6
11673802,CONFIRMED,1,1,1,Kepler-1004 b,train,1,5.28790754,135.36119,8.5274,4;5;6
11701407,CONFIRMED,1,1,1,Kepler-1214 b,train,1,18.8262877,134.70322,2.344,4;5;6
11705004,CONFIRMED,1,1,1,Kepler-1806 b,train,1,9.03326435,137.17738,2.857,4;5;6
11709124,CONFIRMED,1,5,3,Kepler-154 e;Kepler-154 f;Kepler-154 d;Kepler-154 b;Kepler-154 c,train,3,3.93276627;9.91937693;20.5498184,134.64964;136.87361;178.946396,2.9403;4.326;5.5484,4;5;6
11709244,CONFIRMED,1,3,2,Kepler-325 b;Kepler-325 c;Kepler-325 d,train,2,4.544436472;12.76220558,134.90159;143.73026,1.8141;2.0688,4;5;6
11714231,CONFIRMED,1,1,1,Kepler-1431 b,train,1,5.8660127,136.35647,3.985,4;5;6
11718389,CONFIRMED,1,1,1,Kepler-1956 b,train,1,5.94373492,135.25897,1.847,4;5;6
11720424,CONFIRMED,1,1,1,Kepler-1432 b,train,1,23.9107056,150.5394,4.996,4;5;6
11752632,CONFIRMED,1,1,1,Kepler-1258 b,train,1,0.984941669,133.31801,1.9724,4;5;6
11752906,CONFIRMED,1,2,2,Kepler-2000 b;Kepler-2000 c,train,2,6.383159135;20.6180348,170.604622;145.51232,1.7504;3.267,4;5;6
11754430,CONFIRMED,1,2,1,Kepler-1488 c;Kepler-1488 b,train,1,6.15828666,135.4969,6.329,4;5;6
11758544,CONFIRMED,1,1,1,Kepler-997 b,train,1,2.7073064,132.43068,3.4378,4;5;6
11760860,CONFIRMED,1,1,1,Kepler-1525 b,train,1,2.41660149,131.53713,1.9699,4;5;6
11764462,CONFIRMED,1,1,1,Kepler-884 b,train,1,5.69919592,136.58738,2.3906,4;5;6
11802615,CONFIRMED,1,1,1,Kepler-513 b,train,1,28.86236571,178.48498,5.4033,4;5;6
11804465,CONFIRMED,1,1,1,Kepler-12 b,train,1,4.437962934,171.0091259,4.69813,4;5;6
11807274,CONFIRMED,1,2,2,Kepler-50 b;Kepler-50 c,train,2,7.81285862;9.37663713,172.6138;136.95319,4.098;2.1033,4;5;6
11812062,CONFIRMED,1,1,1,Kepler-673 b,train,1,3.728732147,171.793255,2.683,4;5;6
11818872,CONFIRMED,1,1,1,Kepler-1860 b,train,1,12.7372371,136.0162,3.358,4;5;6
11821363,CONFIRMED,1,1,1,Kepler-1754 b,train,1,8.19596647,136.68736,2.824,4;5;6
11852982,CONFIRMED,1,1,1,Kepler-1712 b,train,1,13.81504449,181.12621,2.3244,4;5;6
11853255,CONFIRMED,1,1,1,Kepler-674 b,train,1,2.243380573,170.679233,1.1196,4;5;6
11853905,CONFIRMED,1,1,1,Kepler-4 b,train,1,3.213668926,123.611878,3.98235,4;5;6
11904151,CONFIRMED,1,2,1,Kepler-10 b;Kepler-10 c,train,1,0.837491225,131.574858,1.796,4;5;6
11905011,CONFIRMED,1,1,1,Kepler-514 b,train,1,5.65178922,172.27915,3.0933,4;5;6
11918099,CONFIRMED,1,1,1,Kepler-675 b,train,1,2.337437946,171.761982,1.9982,4;5;6
11923270,CONFIRMED,1,1,1,Kepler-676 b,train,1,11.59822233,180.395376,2.5237,4;5;6
11923284,CONFIRMED,1,1,1,Kepler-1061 b,train,1,2.757977384,131.87907,2.1489,4;5;6
11954842,CONFIRMED,1,1,1,Kepler-883 b,train,1,12.98494603,139.78207,3.4497,4;5;6
11960862,CONFIRMED,1,1,1,Kepler-677 b,train,1,6.575315881,173.634044,4.3084,4;5;6
11963206,CONFIRMED,1,1,1,Kepler-1357 b,train,1,3.00912491,131.62696,2.228,4;5;6
11974540,CONFIRMED,1,1,1,Kepler-470 b,train,1,24.669192732,132.864236,7.03515,4;5;6
12017109,CONFIRMED,1,1,1,Kepler-1679 b,train,1,9.75374033,134.06014,2.348,4;5;6
12019440,CONFIRMED,1,1,1,Kepler-485 b,train,1,3.24325988,133.6690203,3.03318,4;5;6
12020218,CONFIRMED,1,1,1,Kepler-870 b,train,1,21.3588236,135.07022,5.823,4;5;6
12024120,CONFIRMED,1,1,1,Kepler-507 b,train,1,3.568099612,169.74278,3.2131,4;5;6
12056139,CONFIRMED,1,1,1,Kepler-1449 b,train,1,13.2274753,137.71768,6.356,4;5;6
12058204,CONFIRMED,1,2,2,Kepler-373 b;Kepler-373 c,train,2,5.53533152;16.7261969,132.76087;143.74673,2.793;2.708,4;5;6
12058931,CONFIRMED,1,2,2,Kepler-182 b;Kepler-182 c,train,2,9.82578495;20.68420772,131.42495;170.19034,5.2498;6.4415,4;5;6
12061222,CONFIRMED,1,1,1,Kepler-572 b,train,1,17.20522898,175.05878,3.6688,4;5;6
12070811,CONFIRMED,1,1,1,Kepler-679 b,train,1,12.3935651,178.74725,3.8896,4;5;6
12110942,CONFIRMED,1,1,1,Kepler-680 b,train,1,3.689920099,170.36571,2.6557,4;5;6
12116489,CONFIRMED,1,2,2,Kepler-595 c;Kepler-595 b,train,2,12.3860474;25.30291816,132.8175;188.060148,2.604;4.4903,4;5;6
12120307,CONFIRMED,1,3,3,Kepler-394 d;Kepler-394 b;Kepler-394 c,train,3,5.61357653;8.00504749;12.13070414,131.81669;138.71228;139.89855,2.905;3.32;3.843,4;5;6
12154526,CONFIRMED,1,2,1,Kepler-1047 c;Kepler-1047 b,train,1,3.18899015,133.52624,2.722,4;5;6
12164564,CONFIRMED,1,1,1,Kepler-1343 b,train,1,3.35184041,131.64441,1.9855,4;5;6
12206313,CONFIRMED,1,3,1,Kepler-401 b;Kepler-401 c;Kepler-401 d,train,1,14.3832267,140.57648,8.378,4;5;6
12252424,CONFIRMED,1,2,2,Kepler-113 b;Kepler-113 c,train,2,4.75400072;8.925079516,128.547155;139.71389,2.5394;2.6766,4;5;6
12254378,CONFIRMED,1,1,1,Kepler-1217 b,train,1,2.032319072,132.32157,1.6762,4;5;6
12254909,CONFIRMED,1,1,1,Kepler-1213 b,train,1,5.349791,133.8836,4.279,4;5;6
12301181,CONFIRMED,1,1,1,Kepler-1076 b,train,1,6.14728341,134.87289,2.7645,4;5;6
12302530,CONFIRMED,1,2,1,Kepler-155 b;Kepler-155 c,train,1,5.931196562,174.796908,2.4999,4;5;6
12306058,CONFIRMED,1,2,2,Kepler-391 b;Kepler-391 c,train,2,7.41683033;20.4853893,137.96389;146.9183,7.274;10.229,4;5;6
12314973,CONFIRMED,1,3,3,Kepler-450 d;Kepler-450 c;Kepler-450 b,train,3,7.5143967;15.4130812;28.45489091,136.1851;136.94324;176.706265,4.865;6.6358;8.1593,4;5;6
12366084,CONFIRMED,1,2,2,Kepler-232 b;Kepler-232 c,train,2,4.431238488;11.37936986,171.015;133.84992,3.15;2.6255,4;5;6
12404086,CONFIRMED,1,1,1,Kepler-681 b,train,1,26.39432897,176.05459,3.573,4;5;6
12404305,CONFIRMED,1,1,1,Kepler-573 b,train,1,22.18332255,169.49619,5.1364,4;5;6
12405333,CONFIRMED,1,1,1,Kepler-1409 b,train,1,0.764863517,132.13343,1.16,4;5;6
12406807,CONFIRMED,1,1,1,Kepler-1903 b,train,1,17.067644,145.56929,6.026,4;5;6
12416661,CONFIRMED,1,1,1,Kepler-1434 b,train,1,8.05337912,134.9588,5.382,4;5;6
12453581,CONFIRMED,1,1,1,Kepler-1234 b,train,1,11.94019101,136.55603,2.866,4;5;6
12454461,CONFIRMED,1,1,1,Kepler-1248 b,train,1,7.46718958,136.39348,3.633,4;5;6
12456601,CONFIRMED,1,1,1,Kepler-1334 b,train,1,15.64588656,146.04926,3.959,4;5;6
12459913,CONFIRMED,1,1,1,Kepler-620 b,train,1,12.91385906,177.27535,5.3685,4;5;6
12469800,CONFIRMED,1,1,1,Kepler-1856 b,train,1,1.302017467,131.93696,1.3692,4;5;6
12470954,CONFIRMED,1,1,1,Kepler-554 b,train,1,1.902208647,170.449657,2.19877,4;5;6
12505076,CONFIRMED,1,1,1,Kepler-1799 b,train,1,11.92979348,136.66919,6.152,4;5;6
12505503,CONFIRMED,1,1,1,Kepler-1563 b,train,1,3.4327371,132.92055,4.001,4;5;6
12505654,CONFIRMED,1,1,1,Kepler-1829 b,train,1,5.186737262,134.99509,0.8023,4;5;6
12506770,CONFIRMED,1,1,1,Kepler-895 b,train,1,2.806243488,133.7314,1.6271,4;5;6
12557548,CONFIRMED,1,1,1,Kepler-1520 b,train,1,0.65355361,132.058957,1.63,4;5;6
12600735,CONFIRMED,1,1,1,Kepler-596 b,train,1,21.30020491,189.70595,4.0852,4;5;6
12644822,CONFIRMED,1,1,1,Kepler-682 b,train,1,12.611904345,180.892284,5.1497,4;5;6
12784167,CONFIRMED,1,1,1,Kepler-1522 b,train,1,1.847892736,132.19915,1.8904,4;5;6
12785320,CONFIRMED,1,1,1,Kepler-515 b,train,1,19.96367208,178.30806,2.6403,4;5;6
1160919,CONTROL,0,0,0,,train,0,,,,4;5;6
1164109,CONTROL,0,0,0,,train,0,,,,4;5;6
1295597,CONTROL,0,0,0,,train,0,,,,4;5;6
1573064,CONTROL,0,0,0,,train,0,,,,4;5;6
1720670,CONTROL,0,0,0,,train,0,,,,4;5;6
1722623,CONTROL,0,0,0,,train,0,,,,4;5;6
2020997,CONTROL,0,0,0,,train,0,,,,4;5;6
2162435,CONTROL,0,0,0,,train,0,,,,4;5;6
2166534,CONTROL,0,0,0,,train,0,,,,4;5;6
2282855,CONTROL,0,0,0,,train,0,,,,4;5;6
2301244,CONTROL,0,0,0,,train,0,,,,4;5;6
2311530,CONTROL,0,0,0,,train,0,,,,4;5;6
2439094,CONTROL,0,0,0,,train,0,,,,4;5;6
2441702,CONTROL,0,0,0,,train,0,,,,4;5;6
2442154,CONTROL,0,0,0,,train,0,,,,4;5;6
2450552,CONTROL,0,0,0,,train,0,,,,4;5;6
2450979,CONTROL,0,0,0,,train,0,,,,4;5;6
2451721,CONTROL,0,0,0,,train,0,,,,4;5;6
2568717,CONTROL,0,0,0,,train,0,,,,4;5;6
2569204,CONTROL,0,0,0,,train,0,,,,4;5;6
2570469,CONTROL,0,0,0,,train,0,,,,4;5;6
2571906,CONTROL,0,0,0,,train,0,,,,4;5;6
2572386,CONTROL,0,0,0,,train,0,,,,4;5;6
2578301,CONTROL,0,0,0,,train,0,,,,4;5;6
2581298,CONTROL,0,0,0,,train,0,,,,4;5;6
2584067,CONTROL,0,0,0,,train,0,,,,4;5;6
2693232,CONTROL,0,0,0,,train,0,,,,4;5;6
2695267,CONTROL,0,0,0,,train,0,,,,4;5;6
2707758,CONTROL,0,0,0,,train,0,,,,4;5;6
2710188,CONTROL,0,0,0,,train,0,,,,4;5;6
2710380,CONTROL,0,0,0,,train,0,,,,4;5;6
2712415,CONTROL,0,0,0,,train,0,,,,4;5;6
2719823,CONTROL,0,0,0,,train,0,,,,4;5;6
2846678,CONTROL,0,0,0,,train,0,,,,4;5;6
2854042,CONTROL,0,0,0,,train,0,,,,4;5;6
2858882,CONTROL,0,0,0,,train,0,,,,4;5;6
2972293,CONTROL,0,0,0,,train,0,,,,4;5;6
2975200,CONTROL,0,0,0,,train,0,,,,4;5;6
2984778,CONTROL,0,0,0,,train,0,,,,4;5;6
2994022,CONTROL,0,0,0,,train,0,,,,4;5;6
2994233,CONTROL,0,0,0,,train,0,,,,4;5;6
2995945,CONTROL,0,0,0,,train,0,,,,4;5;6
2996463,CONTROL,0,0,0,,train,0,,,,4;5;6
2998865,CONTROL,0,0,0,,train,0,,,,4;5;6
3097522,CONTROL,0,0,0,,train,0,,,,4;5;6
3098219,CONTROL,0,0,0,,train,0,,,,4;5;6
3099983,CONTROL,0,0,0,,train,0,,,,4;5;6
3115690,CONTROL,0,0,0,,train,0,,,,4;5;6
3219278,CONTROL,0,0,0,,train,0,,,,4;5;6
3222649,CONTROL,0,0,0,,train,0,,,,4;5;6
3223374,CONTROL,0,0,0,,train,0,,,,4;5;6
3232272,CONTROL,0,0,0,,train,0,,,,4;5;6
3233199,CONTROL,0,0,0,,train,0,,,,4;5;6
3240837,CONTROL,0,0,0,,train,0,,,,4;5;6
3247138,CONTROL,0,0,0,,train,0,,,,4;5;6
3326132,CONTROL,0,0,0,,train,0,,,,4;5;6
3329362,CONTROL,0,0,0,,train,0,,,,4;5;6
3338982,CONTROL,0,0,0,,train,0,,,,4;5;6
3339351,CONTROL,0,0,0,,train,0,,,,4;5;6
3343245,CONTROL,0,0,0,,train,0,,,,4;5;6
3349000,CONTROL,0,0,0,,train,0,,,,4;5;6
3351756,CONTROL,0,0,0,,train,0,,,,4;5;6
3425279,CONTROL,0,0,0,,train,0,,,,4;5;6
3430889,CONTROL,0,0,0,,train,0,,,,4;5;6
3441307,CONTROL,0,0,0,,train,0,,,,4;5;6
3444911,CONTROL,0,0,0,,train,0,,,,4;5;6
3448404,CONTROL,0,0,0,,train,0,,,,4;5;6
3448882,CONTROL,0,0,0,,train,0,,,,4;5;6
3456516,CONTROL,0,0,0,,train,0,,,,4;5;6
3529769,CONTROL,0,0,0,,train,0,,,,4;5;6
3539260,CONTROL,0,0,0,,train,0,,,,4;5;6
3542088,CONTROL,0,0,0,,train,0,,,,4;5;6
3545033,CONTROL,0,0,0,,train,0,,,,4;5;6
3546479,CONTROL,0,0,0,,train,0,,,,4;5;6
3547017,CONTROL,0,0,0,,train,0,,,,4;5;6
3549969,CONTROL,0,0,0,,train,0,,,,4;5;6
3558427,CONTROL,0,0,0,,train,0,,,,4;5;6
3627342,CONTROL,0,0,0,,train,0,,,,4;5;6
3634254,CONTROL,0,0,0,,train,0,,,,4;5;6
3647114,CONTROL,0,0,0,,train,0,,,,4;5;6
3648418,CONTROL,0,0,0,,train,0,,,,4;5;6
3657547,CONTROL,0,0,0,,train,0,,,,4;5;6
3661217,CONTROL,0,0,0,,train,0,,,,4;5;6
3661555,CONTROL,0,0,0,,train,0,,,,4;5;6
3730667,CONTROL,0,0,0,,train,0,,,,4;5;6
3743574,CONTROL,0,0,0,,train,0,,,,4;5;6
3749323,CONTROL,0,0,0,,train,0,,,,4;5;6
3749350,CONTROL,0,0,0,,train,0,,,,4;5;6
3750281,CONTROL,0,0,0,,train,0,,,,4;5;6
3756031,CONTROL,0,0,0,,train,0,,,,4;5;6
3757789,CONTROL,0,0,0,,train,0,,,,4;5;6
3760500,CONTROL,0,0,0,,train,0,,,,4;5;6
3763558,CONTROL,0,0,0,,train,0,,,,4;5;6
3765052,CONTROL,0,0,0,,train,0,,,,4;5;6
3765869,CONTROL,0,0,0,,train,0,,,,4;5;6
3836636,CONTROL,0,0,0,,train,0,,,,4;5;6
3836855,CONTROL,0,0,0,,train,0,,,,4;5;6
3839620,CONTROL,0,0,0,,train,0,,,,4;5;6
3853692,CONTROL,0,0,0,,train,0,,,,4;5;6
3854854,CONTROL,0,0,0,,train,0,,,,4;5;6
3860373,CONTROL,0,0,0,,train,0,,,,4;5;6
3860537,CONTROL,0,0,0,,train,0,,,,4;5;6
3865366,CONTROL,0,0,0,,train,0,,,,4;5;6
3869044,CONTROL,0,0,0,,train,0,,,,4;5;6
3869529,CONTROL,0,0,0,,train,0,,,,4;5;6
3936368,CONTROL,0,0,0,,train,0,,,,4;5;6
3937686,CONTROL,0,0,0,,train,0,,,,4;5;6
3951326,CONTROL,0,0,0,,train,0,,,,4;5;6
3952047,CONTROL,0,0,0,,train,0,,,,4;5;6
3952683,CONTROL,0,0,0,,train,0,,,,4;5;6
3954262,CONTROL,0,0,0,,train,0,,,,4;5;6
3954463,CONTROL,0,0,0,,train,0,,,,4;5;6
3955439,CONTROL,0,0,0,,train,0,,,,4;5;6
3963194,CONTROL,0,0,0,,train,0,,,,4;5;6
3967161,CONTROL,0,0,0,,train,0,,,,4;5;6
3969734,CONTROL,0,0,0,,train,0,,,,4;5;6
3972208,CONTROL,0,0,0,,train,0,,,,4;5;6
3972876,CONTROL,0,0,0,,train,0,,,,4;5;6
3974062,CONTROL,0,0,0,,train,0,,,,4;5;6
3975073,CONTROL,0,0,0,,train,0,,,,4;5;6
4036311,CONTROL,0,0,0,,train,0,,,,4;5;6
4039612,CONTROL,0,0,0,,train,0,,,,4;5;6
4049604,CONTROL,0,0,0,,train,0,,,,4;5;6
4055326,CONTROL,0,0,0,,train,0,,,,4;5;6
4070437,CONTROL,0,0,0,,train,0,,,,4;5;6
4071241,CONTROL,0,0,0,,train,0,,,,4;5;6
4072739,CONTROL,0,0,0,,train,0,,,,4;5;6
4074209,CONTROL,0,0,0,,train,0,,,,4;5;6
4076350,CONTROL,0,0,0,,train,0,,,,4;5;6
4143460,CONTROL,0,0,0,,train,0,,,,4;5;6
4148277,CONTROL,0,0,0,,train,0,,,,4;5;6
4148551,CONTROL,0,0,0,,train,0,,,,4;5;6
4158070,CONTROL,0,0,0,,train,0,,,,4;5;6
4172586,CONTROL,0,0,0,,train,0,,,,4;5;6
4241900,CONTROL,0,0,0,,train,0,,,,4;5;6
4246695,CONTROL,0,0,0,,train,0,,,,4;5;6
4249898,CONTROL,0,0,0,,train,0,,,,4;5;6
4279106,CONTROL,0,0,0,,train,0,,,,4;5;6
4280339,CONTROL,0,0,0,,train,0,,,,4;5;6
4282141,CONTROL,0,0,0,,train,0,,,,4;5;6
4373261,CONTROL,0,0,0,,train,0,,,,4;5;6
4373798,CONTROL,0,0,0,,train,0,,,,4;5;6
4378838,CONTROL,0,0,0,,train,0,,,,4;5;6
4390549,CONTROL,0,0,0,,train,0,,,,4;5;6
4455010,CONTROL,0,0,0,,train,0,,,,4;5;6
4458422,CONTROL,0,0,0,,train,0,,,,4;5;6
4458805,CONTROL,0,0,0,,train,0,,,,4;5;6
4466260,CONTROL,0,0,0,,train,0,,,,4;5;6
4469229,CONTROL,0,0,0,,train,0,,,,4;5;6
4483943,CONTROL,0,0,0,,train,0,,,,4;5;6
4540727,CONTROL,0,0,0,,train,0,,,,4;5;6
4540786,CONTROL,0,0,0,,train,0,,,,4;5;6
4543236,CONTROL,0,0,0,,train,0,,,,4;5;6
4555711,CONTROL,0,0,0,,train,0,,,,4;5;6
4561954,CONTROL,0,0,0,,train,0,,,,4;5;6
4567853,CONTROL,0,0,0,,train,0,,,,4;5;6
4573647,CONTROL,0,0,0,,train,0,,,,4;5;6
4574382,CONTROL,0,0,0,,train,0,,,,4;5;6
4578528,CONTROL,0,0,0,,train,0,,,,4;5;6
4584685,CONTROL,0,0,0,,train,0,,,,4;5;6
4633698,CONTROL,0,0,0,,train,0,,,,4;5;6
4648262,CONTROL,0,0,0,,train,0,,,,4;5;6
4650196,CONTROL,0,0,0,,train,0,,,,4;5;6
4664023,CONTROL,0,0,0,,train,0,,,,4;5;6
4678445,CONTROL,0,0,0,,train,0,,,,4;5;6
4680897,CONTROL,0,0,0,,train,0,,,,4;5;6
4731294,CONTROL,0,0,0,,train,0,,,,4;5;6
4738364,CONTROL,0,0,0,,train,0,,,,4;5;6
4739030,CONTROL,0,0,0,,train,0,,,,4;5;6
4740871,CONTROL,0,0,0,,train,0,,,,4;5;6
4743204,CONTROL,0,0,0,,train,0,,,,4;5;6
4743435,CONTROL,0,0,0,,train,0,,,,4;5;6
4751464,CONTROL,0,0,0,,train,0,,,,4;5;6
4753388,CONTROL,0,0,0,,train,0,,,,4;5;6
4758142,CONTROL,0,0,0,,train,0,,,,4;5;6
4763063,CONTROL,0,0,0,,train,0,,,,4;5;6
4773618,CONTROL,0,0,0,,train,0,,,,4;5;6
4774642,CONTROL,0,0,0,,train,0,,,,4;5;6
4818586,CONTROL,0,0,0,,train,0,,,,4;5;6
4820365,CONTROL,0,0,0,,train,0,,,,4;5;6
4824868,CONTROL,0,0,0,,train,0,,,,4;5;6
4828106,CONTROL,0,0,0,,train,0,,,,4;5;6
4840065,CONTROL,0,0,0,,train,0,,,,4;5;6
4840200,CONTROL,0,0,0,,train,0,,,,4;5;6
4840517,CONTROL,0,0,0,,train,0,,,,4;5;6
4845355,CONTROL,0,0,0,,train,0,,,,4;5;6
4862670,CONTROL,0,0,0,,train,0,,,,4;5;6
4918393,CONTROL,0,0,0,,train,0,,,,4;5;6
4920423,CONTROL,0,0,0,,train,0,,,,4;5;6
4920981,CONTROL,0,0,0,,train,0,,,,4;5;6
4931389,CONTROL,0,0,0,,train,0,,,,4;5;6
4931945,CONTROL,0,0,0,,train,0,,,,4;5;6
4941180,CONTROL,0,0,0,,train,0,,,,4;5;6
4945118,CONTROL,0,0,0,,train,0,,,,4;5;6
4949363,CONTROL,0,0,0,,train,0,,,,4;5;6
4951617,CONTROL,0,0,0,,train,0,,,,4;5;6
4988957,CONTROL,0,0,0,,train,0,,,,4;5;6
5000199,CONTROL,0,0,0,,train,0,,,,4;5;6
5002370,CONTROL,0,0,0,,train,0,,,,4;5;6
5008852,CONTROL,0,0,0,,train,0,,,,4;5;6
5009047,CONTROL,0,0,0,,train,0,,,,4;5;6
5015765,CONTROL,0,0,0,,train,0,,,,4;5;6
5018616,CONTROL,0,0,0,,train,0,,,,4;5;6
5023379,CONTROL,0,0,0,,train,0,,,,4;5;6
5037742,CONTROL,0,0,0,,train,0,,,,4;5;6
5078207,CONTROL,0,0,0,,train,0,,,,4;5;6
5084031,CONTROL,0,0,0,,train,0,,,,4;5;6
5089255,CONTROL,0,0,0,,train,0,,,,4;5;6
5093870,CONTROL,0,0,0,,train,0,,,,4;5;6
5097754,CONTROL,0,0,0,,train,0,,,,4;5;6
5104568,CONTROL,0,0,0,,train,0,,,,4;5;6
5104638,CONTROL,0,0,0,,train,0,,,,4;5;6
5109741,CONTROL,0,0,0,,train,0,,,,4;5;6
5112508,CONTROL,0,0,0,,train,0,,,,4;5;6
5112880,CONTROL,0,0,0,,train,0,,,,4;5;6
5123435,CONTROL,0,0,0,,train,0,,,,4;5;6
5131287,CONTROL,0,0,0,,train,0,,,,4;5;6
5171411,CONTROL,0,0,0,,train,0,,,,4;5;6
5191915,CONTROL,0,0,0,,train,0,,,,4;5;6
5192375,CONTROL,0,0,0,,train,0,,,,4;5;6
5192452,CONTROL,0,0,0,,train,0,,,,4;5;6
5208891,CONTROL,0,0,0,,train,0,,,,4;5;6
5211598,CONTROL,0,0,0,,train,0,,,,4;5;6
5213875,CONTROL,0,0,0,,train,0,,,,4;5;6
5214652,CONTROL,0,0,0,,train,0,,,,4;5;6
5262663,CONTROL,0,0,0,,train,0,,,,4;5;6
5262779,CONTROL,0,0,0,,train,0,,,,4;5;6
5269877,CONTROL,0,0,0,,train,0,,,,4;5;6
5281595,CONTROL,0,0,0,,train,0,,,,4;5;6
5281599,CONTROL,0,0,0,,train,0,,,,4;5;6
5283412,CONTROL,0,0,0,,train,0,,,,4;5;6
5283546,CONTROL,0,0,0,,train,0,,,,4;5;6
5290243,CONTROL,0,0,0,,train,0,,,,4;5;6
5298209,CONTROL,0,0,0,,train,0,,,,4;5;6
5299756,CONTROL,0,0,0,,train,0,,,,4;5;6
5302101,CONTROL,0,0,0,,train,0,,,,4;5;6
5304007,CONTROL,0,0,0,,train,0,,,,4;5;6
5352861,CONTROL,0,0,0,,train,0,,,,4;5;6
5355747,CONTROL,0,0,0,,train,0,,,,4;5;6
5358771,CONTROL,0,0,0,,train,0,,,,4;5;6
5359681,CONTROL,0,0,0,,train,0,,,,4;5;6
5360302,CONTROL,0,0,0,,train,0,,,,4;5;6
5369813,CONTROL,0,0,0,,train,0,,,,4;5;6
5376192,CONTROL,0,0,0,,train,0,,,,4;5;6
5376364,CONTROL,0,0,0,,train,0,,,,4;5;6
5393609,CONTROL,0,0,0,,train,0,,,,4;5;6
5431292,CONTROL,0,0,0,,train,0,,,,4;5;6
5436432,CONTROL,0,0,0,,train,0,,,,4;5;6
5461205,CONTROL,0,0,0,,train,0,,,,4;5;6
5461840,CONTROL,0,0,0,,train,0,,,,4;5;6
5472185,CONTROL,0,0,0,,train,0,,,,4;5;6
5474291,CONTROL,0,0,0,,train,0,,,,4;5;6
5480825,CONTROL,0,0,0,,train,0,,,,4;5;6
5517381,CONTROL,0,0,0,,train,0,,,,4;5;6
5520757,CONTROL,0,0,0,,train,0,,,,4;5;6
5520823,CONTROL,0,0,0,,train,0,,,,4;5;6
5521299,CONTROL,0,0,0,,train,0,,,,4;5;6
5528003,CONTROL,0,0,0,,train,0,,,,4;5;6
5531616,CONTROL,0,0,0,,train,0,,,,4;5;6
5534914,CONTROL,0,0,0,,train,0,,,,4;5;6
5550779,CONTROL,0,0,0,,train,0,,,,4;5;6
5565387,CONTROL,0,0,0,,train,0,,,,4;5;6
5566778,CONTROL,0,0,0,,train,0,,,,4;5;6
5596818,CONTROL,0,0,0,,train,0,,,,4;5;6
5598269,CONTROL,0,0,0,,train,0,,,,4;5;6
5598526,CONTROL,0,0,0,,train,0,,,,4;5;6
5601682,CONTROL,0,0,0,,train,0,,,,4;5;6
5610430,CONTROL,0,0,0,,train,0,,,,4;5;6
5615496,CONTROL,0,0,0,,train,0,,,,4;5;6
5630323,CONTROL,0,0,0,,train,0,,,,4;5;6
5630440,CONTROL,0,0,0,,train,0,,,,4;5;6
5630953,CONTROL,0,0,0,,train,0,,,,4;5;6
5630972,CONTROL,0,0,0,,train,0,,,,4;5;6
5631068,CONTROL,0,0,0,,train,0,,,,4;5;6
5632288,CONTROL,0,0,0,,train,0,,,,4;5;6
5638002,CONTROL,0,0,0,,train,0,,,,4;5;6
5639910,CONTROL,0,0,0,,train,0,,,,4;5;6
5647787,CONTROL,0,0,0,,train,0,,,,4;5;6
5682455,CONTROL,0,0,0,,train,0,,,,4;5;6
5686828,CONTROL,0,0,0,,train,0,,,,4;5;6
5702213,CONTROL,0,0,0,,train,0,,,,4;5;6
5703130,CONTROL,0,0,0,,train,0,,,,4;5;6
5706292,CONTROL,0,0,0,,train,0,,,,4;5;6
5715752,CONTROL,0,0,0,,train,0,,,,4;5;6
5716803,CONTROL,0,0,0,,train,0,,,,4;5;6
5717765,CONTROL,0,0,0,,train,0,,,,4;5;6
5722229,CONTROL,0,0,0,,train,0,,,,4;5;6
5722713,CONTROL,0,0,0,,train,0,,,,4;5;6
5722894,CONTROL,0,0,0,,train,0,,,,4;5;6
5725977,CONTROL,0,0,0,,train,0,,,,4;5;6
5726279,CONTROL,0,0,0,,train,0,,,,4;5;6
5727669,CONTROL,0,0,0,,train,0,,,,4;5;6
5732566,CONTROL,0,0,0,,train,0,,,,4;5;6
5734506,CONTROL,0,0,0,,train,0,,,,4;5;6
5768248,CONTROL,0,0,0,,train,0,,,,4;5;6
5768996,CONTROL,0,0,0,,train,0,,,,4;5;6
