kepid,label,has_confirmed_planet,confirmed_planet_count,detectable_planet_count,confirmed_planet_names,split,signal_count,periods_days,epochs_bkjd,durations_hours,quarters
5265517,CONTROL,0,0,0,,train,0,,,,4;5;6
5271167,CONTROL,0,0,0,,train,0,,,,4;5;6
5272494,CONTROL,0,0,0,,train,0,,,,4;5;6
5283296,CONTROL,0,0,0,,train,0,,,,4;5;6
5283573,CONTROL,0,0,0,,train,0,,,,4;5;6
5284701,CONTROL,0,0,0,,train,0,,,,4;5;6
5285707,CONTROL,0,0,0,,train,0,,,,4;5;6
5286142,CONTROL,0,0,0,,train,0,,,,4;5;6
5295473,CONTROL,0,0,0,,train,0,,,,4;5;6
5298426,CONTROL,0,0,0,,train,0,,,,4;5;6
5300818,CONTROL,0,0,0,,train,0,,,,4;5;6
5302182,CONTROL,0,0,0,,train,0,,,,4;5;6
5306368,CONTROL,0,0,0,,train,0,,,,4;5;6
5306913,CONTROL,0,0,0,,train,0,,,,4;5;6
5343174,CONTROL,0,0,0,,train,0,,,,4;5;6
5344075,CONTROL,0,0,0,,train,0,,,,4;5;6
5345405,CONTROL,0,0,0,,train,0,,,,4;5;6
5351672,CONTROL,0,0,0,,train,0,,,,4;5;6
5355775,CONTROL,0,0,0,,train,0,,,,4;5;6
5356379,CONTROL,0,0,0,,train,0,,,,4;5;6
5356640,CONTROL,0,0,0,,train,0,,,,4;5;6
5357446,CONTROL,0,0,0,,train,0,,,,4;5;6
5358110,CONTROL,0,0,0,,train,0,,,,4;5;6
5364331,CONTROL,0,0,0,,train,0,,,,4;5;6
5369193,CONTROL,0,0,0,,train,0,,,,4;5;6
5370055,CONTROL,0,0,0,,train,0,,,,4;5;6
5370420,CONTROL,0,0,0,,train,0,,,,4;5;6
5370900,CONTROL,0,0,0,,train,0,,,,4;5;6
5370950,CONTROL,0,0,0,,train,0,,,,4;5;6
5371342,CONTROL,0,0,0,,train,0,,,,4;5;6
5372518,CONTROL,0,0,0,,train,0,,,,4;5;6
5375807,CONTROL,0,0,0,,train,0,,,,4;5;6
5376102,CONTROL,0,0,0,,train,0,,,,4;5;6
5381353,CONTROL,0,0,0,,train,0,,,,4;5;6
5381500,CONTROL,0,0,0,,train,0,,,,4;5;6
5383979,CONTROL,0,0,0,,train,0,,,,4;5;6
5388854,CONTROL,0,0,0,,train,0,,,,4;5;6
5389434,CONTROL,0,0,0,,train,0,,,,4;5;6
5389448,CONTROL,0,0,0,,train,0,,,,4;5;6
5389805,CONTROL,0,0,0,,train,0,,,,4;5;6
5394537,CONTROL,0,0,0,,train,0,,,,4;5;6
5395400,CONTROL,0,0,0,,train,0,,,,4;5;6
5395681,CONTROL,0,0,0,,train,0,,,,4;5;6
5397702,CONTROL,0,0,0,,train,0,,,,4;5;6
5428360,CONTROL,0,0,0,,train,0,,,,4;5;6
5428649,CONTROL,0,0,0,,train,0,,,,4;5;6
5439087,CONTROL,0,0,0,,train,0,,,,4;5;6
5439272,CONTROL,0,0,0,,train,0,,,,4;5;6
5442808,CONTROL,0,0,0,,train,0,,,,4;5;6
5444168,CONTROL,0,0,0,,train,0,,,,4;5;6
5445111,CONTROL,0,0,0,,train,0,,,,4;5;6
5445367,CONTROL,0,0,0,,train,0,,,,4;5;6
5445370,CONTROL,0,0,0,,train,0,,,,4;5;6
5450449,CONTROL,0,0,0,,train,0,,,,4;5;6
5456054,CONTROL,0,0,0,,train,0,,,,4;5;6
5456650,CONTROL,0,0,0,,train,0,,,,4;5;6
5459846,CONTROL,0,0,0,,train,0,,,,4;5;6
5467845,CONTROL,0,0,0,,train,0,,,,4;5;6
5477898,CONTROL,0,0,0,,train,0,,,,4;5;6
5481835,CONTROL,0,0,0,,train,0,,,,4;5;6
5515314,CONTROL,0,0,0,,train,0,,,,4;5;6
5515475,CONTROL,0,0,0,,train,0,,,,4;5;6
5515603,CONTROL,0,0,0,,train,0,,,,4;5;6
5515978,CONTROL,0,0,0,,train,0,,,,4;5;6
5520744,CONTROL,0,0,0,,train,0,,,,4;5;6
5521187,CONTROL,0,0,0,,train,0,,,,4;5;6
5529032,CONTROL,0,0,0,,train,0,,,,4;5;6
5529629,CONTROL,0,0,0,,train,0,,,,4;5;6
5530201,CONTROL,0,0,0,,train,0,,,,4;5;6
5531150,CONTROL,0,0,0,,train,0,,,,4;5;6
5534059,CONTROL,0,0,0,,train,0,,,,4;5;6
5534473,CONTROL,0,0,0,,train,0,,,,4;5;6
5535079,CONTROL,0,0,0,,train,0,,,,4;5;6
5535479,CONTROL,0,0,0,,train,0,,,,4;5;6
5536332,CONTROL,0,0,0,,train,0,,,,4;5;6
5542059,CONTROL,0,0,0,,train,0,,,,4;5;6
5562613,CONTROL,0,0,0,,train,0,,,,4;5;6
5564111,CONTROL,0,0,0,,train,0,,,,4;5;6
5565911,CONTROL,0,0,0,,train,0,,,,4;5;6
5566503,CONTROL,0,0,0,,train,0,,,,4;5;6
5600992,CONTROL,0,0,0,,train,0,,,,4;5;6
5601340,CONTROL,0,0,0,,train,0,,,,4;5;6
5602069,CONTROL,0,0,0,,train,0,,,,4;5;6
5602869,CONTROL,0,0,0,,train,0,,,,4;5;6
5603039,CONTROL,0,0,0,,train,0,,,,4;5;6
5603462,CONTROL,0,0,0,,train,0,,,,4;5;6
5603484,CONTROL,0,0,0,,train,0,,,,4;5;6
5609936,CONTROL,0,0,0,,train,0,,,,4;5;6
5617730,CONTROL,0,0,0,,train,0,,,,4;5;6
5621971,CONTROL,0,0,0,,train,0,,,,4;5;6
5622709,CONTROL,0,0,0,,train,0,,,,4;5;6
5629125,CONTROL,0,0,0,,train,0,,,,4;5;6
5632439,CONTROL,0,0,0,,train,0,,,,4;5;6
5646001,CONTROL,0,0,0,,train,0,,,,4;5;6
5646951,CONTROL,0,0,0,,train,0,,,,4;5;6
5648350,CONTROL,0,0,0,,train,0,,,,4;5;6
5683534,CONTROL,0,0,0,,train,0,,,,4;5;6
5684825,CONTROL,0,0,0,,train,0,,,,4;5;6
5687528,CONTROL,0,0,0,,train,0,,,,4;5;6
5695835,CONTROL,0,0,0,,train,0,,,,4;5;6
5697161,CONTROL,0,0,0,,train,0,,,,4;5;6
5697390,CONTROL,0,0,0,,train,0,,,,4;5;6
5706592,CONTROL,0,0,0,,train,0,,,,4;5;6
5707982,CONTROL,0,0,0,,train,0,,,,4;5;6
5709014,CONTROL,0,0,0,,train,0,,,,4;5;6
5710423,CONTROL,0,0,0,,train,0,,,,4;5;6
5716131,CONTROL,0,0,0,,train,0,,,,4;5;6
5721762,CONTROL,0,0,0,,train,0,,,,4;5;6
5723085,CONTROL,0,0,0,,train,0,,,,4;5;6
5724495,CONTROL,0,0,0,,train,0,,,,4;5;6
5736668,CONTROL,0,0,0,,train,0,,,,4;5;6
5739098,CONTROL,0,0,0,,train,0,,,,4;5;6
5771775,CONTROL,0,0,0,,train,0,,,,4;5;6
5774262,CONTROL,0,0,0,,train,0,,,,4;5;6
5779621,CONTROL,0,0,0,,train,0,,,,4;5;6
5779724,CONTROL,0,0,0,,train,0,,,,4;5;6
5780429,CONTROL,0,0,0,,train,0,,,,4;5;6
5781380,CONTROL,0,0,0,,train,0,,,,4;5;6
5781851,CONTROL,0,0,0,,train,0,,,,4;5;6
5784384,CONTROL,0,0,0,,train,0,,,,4;5;6
5785177,CONTROL,0,0,0,,train,0,,,,4;5;6
5787762,CONTROL,0,0,0,,train,0,,,,4;5;6
5788275,CONTROL,0,0,0,,train,0,,,,4;5;6
5788354,CONTROL,0,0,0,,train,0,,,,4;5;6
5792236,CONTROL,0,0,0,,train,0,,,,4;5;6
5794117,CONTROL,0,0,0,,train,0,,,,4;5;6
5795968,CONTROL,0,0,0,,train,0,,,,4;5;6
5796088,CONTROL,0,0,0,,train,0,,,,4;5;6
5807260,CONTROL,0,0,0,,train,0,,,,4;5;6
5811054,CONTROL,0,0,0,,train,0,,,,4;5;6
5816739,CONTROL,0,0,0,,train,0,,,,4;5;6
5817861,CONTROL,0,0,0,,train,0,,,,4;5;6
5818049,CONTROL,0,0,0,,train,0,,,,4;5;6
5824148,CONTROL,0,0,0,,train,0,,,,4;5;6
5856315,CONTROL,0,0,0,,train,0,,,,4;5;6
5856351,CONTROL,0,0,0,,train,0,,,,4;5;6
5856692,CONTROL,0,0,0,,train,0,,,,4;5;6
5858341,CONTROL,0,0,0,,train,0,,,,4;5;6
5858394,CONTROL,0,0,0,,train,0,,,,4;5;6
5858756,CONTROL,0,0,0,,train,0,,,,4;5;6
5858993,CONTROL,0,0,0,,train,0,,,,4;5;6
5871386,CONTROL,0,0,0,,train,0,,,,4;5;6
5872550,CONTROL,0,0,0,,train,0,,,,4;5;6
5875769,CONTROL,0,0,0,,train,0,,,,4;5;6
5880996,CONTROL,0,0,0,,train,0,,,,4;5;6
5882164,CONTROL,0,0,0,,train,0,,,,4;5;6
5891971,CONTROL,0,0,0,,train,0,,,,4;5;6
5892130,CONTROL,0,0,0,,train,0,,,,4;5;6
5895756,CONTROL,0,0,0,,train,0,,,,4;5;6
5900322,CONTROL,0,0,0,,train,0,,,,4;5;6
5905323,CONTROL,0,0,0,,train,0,,,,4;5;6
5939938,CONTROL,0,0,0,,train,0,,,,4;5;6
5950320,CONTROL,0,0,0,,train,0,,,,4;5;6
5952802,CONTROL,0,0,0,,train,0,,,,4;5;6
5953282,CONTROL,0,0,0,,train,0,,,,4;5;6
5953502,CONTROL,0,0,0,,train,0,,,,4;5;6
5956816,CONTROL,0,0,0,,train,0,,,,4;5;6
5957279,CONTROL,0,0,0,,train,0,,,,4;5;6
5960215,CONTROL,0,0,0,,train,0,,,,4;5;6
5962118,CONTROL,0,0,0,,train,0,,,,4;5;6
5963997,CONTROL,0,0,0,,train,0,,,,4;5;6
5964115,CONTROL,0,0,0,,train,0,,,,4;5;6
5964908,CONTROL,0,0,0,,train,0,,,,4;5;6
5978095,CONTROL,0,0,0,,train,0,,,,4;5;6
5980337,CONTROL,0,0,0,,train,0,,,,4;5;6
5983877,CONTROL,0,0,0,,train,0,,,,4;5;6
5988330,CONTROL,0,0,0,,train,0,,,,4;5;6
6020532,CONTROL,0,0,0,,train,0,,,,4;5;6
6020718,CONTROL,0,0,0,,train,0,,,,4;5;6
6022348,CONTROL,0,0,0,,train,0,,,,4;5;6
6022474,CONTROL,0,0,0,,train,0,,,,4;5;6
6029542,CONTROL,0,0,0,,train,0,,,,4;5;6
6034071,CONTROL,0,0,0,,train,0,,,,4;5;6
6037858,CONTROL,0,0,0,,train,0,,,,4;5;6
6041352,CONTROL,0,0,0,,train,0,,,,4;5;6
6043099,CONTROL,0,0,0,,train,0,,,,4;5;6
6044709,CONTROL,0,0,0,,train,0,,,,4;5;6
6046159,CONTROL,0,0,0,,train,0,,,,4;5;6
6048910,CONTROL,0,0,0,,train,0,,,,4;5;6
6058331,CONTROL,0,0,0,,train,0,,,,4;5;6
6065223,CONTROL,0,0,0,,train,0,,,,4;5;6
6099637,CONTROL,0,0,0,,train,0,,,,4;5;6
6101173,CONTROL,0,0,0,,train,0,,,,4;5;6
6103039,CONTROL,0,0,0,,train,0,,,,4;5;6
6107196,CONTROL,0,0,0,,train,0,,,,4;5;6
6110015,CONTROL,0,0,0,,train,0,,,,4;5;6
6115666,CONTROL,0,0,0,,train,0,,,,4;5;6
6116846,CONTROL,0,0,0,,train,0,,,,4;5;6
6118689,CONTROL,0,0,0,,train,0,,,,4;5;6
6118865,CONTROL,0,0,0,,train,0,,,,4;5;6
6120015,CONTROL,0,0,0,,train,0,,,,4;5;6
6122831,CONTROL,0,0,0,,train,0,,,,4;5;6
6124257,CONTROL,0,0,0,,train,0,,,,4;5;6
6137794,CONTROL,0,0,0,,train,0,,,,4;5;6
6139383,CONTROL,0,0,0,,train,0,,,,4;5;6
6141130,CONTROL,0,0,0,,train,0,,,,4;5;6
6144181,CONTROL,0,0,0,,train,0,,,,4;5;6
6146438,CONTROL,0,0,0,,train,0,,,,4;5;6
6146761,CONTROL,0,0,0,,train,0,,,,4;5;6
6181622,CONTROL,0,0,0,,train,0,,,,4;5;6
6182417,CONTROL,0,0,0,,train,0,,,,4;5;6
6185860,CONTROL,0,0,0,,train,0,,,,4;5;6
6186581,CONTROL,0,0,0,,train,0,,,,4;5;6
6190981,CONTROL,0,0,0,,train,0,,,,4;5;6
6196443,CONTROL,0,0,0,,train,0,,,,4;5;6
6196655,CONTROL,0,0,0,,train,0,,,,4;5;6
6197937,CONTROL,0,0,0,,train,0,,,,4;5;6
6198951,CONTROL,0,0,0,,train,0,,,,4;5;6
6199066,CONTROL,0,0,0,,train,0,,,,4;5;6
6201006,CONTROL,0,0,0,,train,0,,,,4;5;6
6201143,CONTROL,0,0,0,,train,0,,,,4;5;6
6204210,CONTROL,0,0,0,,train,0,,,,4;5;6
6208823,CONTROL,0,0,0,,train,0,,,,4;5;6
6209721,CONTROL,0,0,0,,train,0,,,,4;5;6
6214037,CONTROL,0,0,0,,train,0,,,,4;5;6
6220309,CONTROL,0,0,0,,train,0,,,,4;5;6
6223511,CONTROL,0,0,0,,train,0,,,,4;5;6
6223877,CONTROL,0,0,0,,train,0,,,,4;5;6
6225552,CONTROL,0,0,0,,train,0,,,,4;5;6
6228783,CONTROL,0,0,0,,train,0,,,,4;5;6
6230996,CONTROL,0,0,0,,train,0,,,,4;5;6
6264626,CONTROL,0,0,0,,train,0,,,,4;5;6
6266106,CONTROL,0,0,0,,train,0,,,,4;5;6
6266505,CONTROL,0,0,0,,train,0,,,,4;5;6
6268211,CONTROL,0,0,0,,train,0,,,,4;5;6
6279144,CONTROL,0,0,0,,train,0,,,,4;5;6
6280300,CONTROL,0,0,0,,train,0,,,,4;5;6
6287071,CONTROL,0,0,0,,train,0,,,,4;5;6
6287474,CONTROL,0,0,0,,train,0,,,,4;5;6
6292833,CONTROL,0,0,0,,train,0,,,,4;5;6
6294620,CONTROL,0,0,0,,train,0,,,,4;5;6
6301046,CONTROL,0,0,0,,train,0,,,,4;5;6
6311552,CONTROL,0,0,0,,train,0,,,,4;5;6
6342770,CONTROL,0,0,0,,train,0,,,,4;5;6
6342904,CONTROL,0,0,0,,train,0,,,,4;5;6
6343402,CONTROL,0,0,0,,train,0,,,,4;5;6
6343492,CONTROL,0,0,0,,train,0,,,,4;5;6
6344431,CONTROL,0,0,0,,train,0,,,,4;5;6
6344785,CONTROL,0,0,0,,train,0,,,,4;5;6
6345913,CONTROL,0,0,0,,train,0,,,,4;5;6
6347059,CONTROL,0,0,0,,train,0,,,,4;5;6
6362163,CONTROL,0,0,0,,train,0,,,,4;5;6
6366770,CONTROL,0,0,0,,train,0,,,,4;5;6
6368841,CONTROL,0,0,0,,train,0,,,,4;5;6
6369071,CONTROL,0,0,0,,train,0,,,,4;5;6
6370155,CONTROL,0,0,0,,train,0,,,,4;5;6
6371589,CONTROL,0,0,0,,train,0,,,,4;5;6
6372030,CONTROL,0,0,0,,train,0,,,,4;5;6
6373036,CONTROL,0,0,0,,train,0,,,,4;5;6
6385086,CONTROL,0,0,0,,train,0,,,,4;5;6
6385953,CONTROL,0,0,0,,train,0,,,,4;5;6
6389682,CONTROL,0,0,0,,train,0,,,,4;5;6
6424011,CONTROL,0,0,0,,train,0,,,,4;5;6
6424340,CONTROL,0,0,0,,train,0,,,,4;5;6
6424709,CONTROL,0,0,0,,train,0,,,,4;5;6
6428884,CONTROL,0,0,0,,train,0,,,,4;5;6
6436040,CONTROL,0,0,0,,train,0,,,,4;5;6
6437304,CONTROL,0,0,0,,train,0,,,,4;5;6
6441589,CONTROL,0,0,0,,train,0,,,,4;5;6
6441664,CONTROL,0,0,0,,train,0,,,,4;5;6
6444450,CONTROL,0,0,0,,train,0,,,,4;5;6
6444579,CONTROL,0,0,0,,train,0,,,,4;5;6
6445052,CONTROL,0,0,0,,train,0,,,,4;5;6
6448607,CONTROL,0,0,0,,train,0,,,,4;5;6
6451717,CONTROL,0,0,0,,train,0,,,,4;5;6
6452015,CONTROL,0,0,0,,train,0,,,,4;5;6
6452163,CONTROL,0,0,0,,train,0,,,,4;5;6
6508629,CONTROL,0,0,0,,train,0,,,,4;5;6
6509590,CONTROL,0,0,0,,train,0,,,,4;5;6
6515169,CONTROL,0,0,0,,train,0,,,,4;5;6
6516101,CONTROL,0,0,0,,train,0,,,,4;5;6
6516883,CONTROL,0,0,0,,train,0,,,,4;5;6
6521976,CONTROL,0,0,0,,train,0,,,,4;5;6
6527366,CONTROL,0,0,0,,train,0,,,,4;5;6
6528113,CONTROL,0,0,0,,train,0,,,,4;5;6
6528303,CONTROL,0,0,0,,train,0,,,,4;5;6
6528567,CONTROL,0,0,0,,train,0,,,,4;5;6
6529621,CONTROL,0,0,0,,train,0,,,,4;5;6
6531816,CONTROL,0,0,0,,train,0,,,,4;5;6
6543891,CONTROL,0,0,0,,train,0,,,,4;5;6
6550003,CONTROL,0,0,0,,train,0,,,,4;5;6
6585263,CONTROL,0,0,0,,train,0,,,,4;5;6
6586651,CONTROL,0,0,0,,train,0,,,,4;5;6
6586925,CONTROL,0,0,0,,train,0,,,,4;5;6
6592998,CONTROL,0,0,0,,train,0,,,,4;5;6
6595263,CONTROL,0,0,0,,train,0,,,,4;5;6
6603811,CONTROL,0,0,0,,train,0,,,,4;5;6
6605178,CONTROL,0,0,0,,train,0,,,,4;5;6
6605272,CONTROL,0,0,0,,train,0,,,,4;5;6
6606183,CONTROL,0,0,0,,train,0,,,,4;5;6
6606186,CONTROL,0,0,0,,train,0,,,,4;5;6
6606616,CONTROL,0,0,0,,train,0,,,,4;5;6
6610659,CONTROL,0,0,0,,train,0,,,,4;5;6
6611515,CONTROL,0,0,0,,train,0,,,,4;5;6
6614482,CONTROL,0,0,0,,train,0,,,,4;5;6
6615918,CONTROL,0,0,0,,train,0,,,,4;5;6
6616052,CONTROL,0,0,0,,train,0,,,,4;5;6
6619631,CONTROL,0,0,0,,train,0,,,,4;5;6
6629449,CONTROL,0,0,0,,train,0,,,,4;5;6
6635378,CONTROL,0,0,0,,train,0,,,,4;5;6
6669922,CONTROL,0,0,0,,train,0,,,,4;5;6
6672338,CONTROL,0,0,0,,train,0,,,,4;5;6
6679047,CONTROL,0,0,0,,train,0,,,,4;5;6
6688710,CONTROL,0,0,0,,train,0,,,,4;5;6
6689133,CONTROL,0,0,0,,train,0,,,,4;5;6
6689260,CONTROL,0,0,0,,train,0,,,,4;5;6
6691648,CONTROL,0,0,0,,train,0,,,,4;5;6
6693678,CONTROL,0,0,0,,train,0,,,,4;5;6
6695465,CONTROL,0,0,0,,train,0,,,,4;5;6
6698285,CONTROL,0,0,0,,train,0,,,,4;5;6
6698581,CONTROL,0,0,0,,train,0,,,,4;5;6
6699984,CONTROL,0,0,0,,train,0,,,,4;5;6
6701617,CONTROL,0,0,0,,train,0,,,,4;5;6
6705000,CONTROL,0,0,0,,train,0,,,,4;5;6
6705716,CONTROL,0,0,0,,train,0,,,,4;5;6
6706875,CONTROL,0,0,0,,train,0,,,,4;5;6
6707390,CONTROL,0,0,0,,train,0,,,,4;5;6
6753353,CONTROL,0,0,0,,train,0,,,,4;5;6
6759187,CONTROL,0,0,0,,train,0,,,,4;5;6
6768260,CONTROL,0,0,0,,train,0,,,,4;5;6
6773830,CONTROL,0,0,0,,train,0,,,,4;5;6
6775649,CONTROL,0,0,0,,train,0,,,,4;5;6
6777355,CONTROL,0,0,0,,train,0,,,,4;5;6
6782360,CONTROL,0,0,0,,train,0,,,,4;5;6
6785401,CONTROL,0,0,0,,train,0,,,,4;5;6
6791808,CONTROL,0,0,0,,train,0,,,,4;5;6
6836244,CONTROL,0,0,0,,train,0,,,,4;5;6
6836822,CONTROL,0,0,0,,train,0,,,,4;5;6
6837998,CONTROL,0,0,0,,train,0,,,,4;5;6
6841845,CONTROL,0,0,0,,train,0,,,,4;5;6
6847627,CONTROL,0,0,0,,train,0,,,,4;5;6
6848180,CONTROL,0,0,0,,train,0,,,,4;5;6
6848496,CONTROL,0,0,0,,train,0,,,,4;5;6
6851483,CONTROL,0,0,0,,train,0,,,,4;5;6
6851776,CONTROL,0,0,0,,train,0,,,,4;5;6
6852891,CONTROL,0,0,0,,train,0,,,,4;5;6
6852966,CONTROL,0,0,0,,train,0,,,,4;5;6
6859664,CONTROL,0,0,0,,train,0,,,,4;5;6
6859666,CONTROL,0,0,0,,train,0,,,,4;5;6
6862368,CONTROL,0,0,0,,train,0,,,,4;5;6
6863041,CONTROL,0,0,0,,train,0,,,,4;5;6
6865754,CONTROL,0,0,0,,train,0,,,,4;5;6
6868763,CONTROL,0,0,0,,train,0,,,,4;5;6
6869424,CONTROL,0,0,0,,train,0,,,,4;5;6
6877045,CONTROL,0,0,0,,train,0,,,,4;5;6
6878647,CONTROL,0,0,0,,train,0,,,,4;5;6
6880069,CONTROL,0,0,0,,train,0,,,,4;5;6
6880295,CONTROL,0,0,0,,train,0,,,,4;5;6
6880302,CONTROL,0,0,0,,train,0,,,,4;5;6
6921738,CONTROL,0,0,0,,train,0,,,,4;5;6
6922510,CONTROL,0,0,0,,train,0,,,,4;5;6
6925381,CONTROL,0,0,0,,train,0,,,,4;5;6
6935765,CONTROL,0,0,0,,train,0,,,,4;5;6
6935925,CONTROL,0,0,0,,train,0,,,,4;5;6
6936471,CONTROL,0,0,0,,train,0,,,,4;5;6
6936860,CONTROL,0,0,0,,train,0,,,,4;5;6
6938299,CONTROL,0,0,0,,train,0,,,,4;5;6
6938393,CONTROL,0,0,0,,train,0,,,,4;5;6
6938958,CONTROL,0,0,0,,train,0,,,,4;5;6
6939336,CONTROL,0,0,0,,train,0,,,,4;5;6
6946702,CONTROL,0,0,0,,train,0,,,,4;5;6
6949873,CONTROL,0,0,0,,train,0,,,,4;5;6
6951578,CONTROL,0,0,0,,train,0,,,,4;5;6
6953085,CONTROL,0,0,0,,train,0,,,,4;5;6
6953188,CONTROL,0,0,0,,train,0,,,,4;5;6
6954897,CONTROL,0,0,0,,train,0,,,,4;5;6
6957287,CONTROL,0,0,0,,train,0,,,,4;5;6
6962138,CONTROL,0,0,0,,train,0,,,,4;5;6
6964223,CONTROL,0,0,0,,train,0,,,,4;5;6
6966380,CONTROL,0,0,0,,train,0,,,,4;5;6
6975885,CONTROL,0,0,0,,train,0,,,,4;5;6
6976975,CONTROL,0,0,0,,train,0,,,,4;5;6
7008355,CONTROL,0,0,0,,train,0,,,,4;5;6
7008602,CONTROL,0,0,0,,train,0,,,,4;5;6
7009817,CONTROL,0,0,0,,train,0,,,,4;5;6
7010441,CONTROL,0,0,0,,train,0,,,,4;5;6
7020278,CONTROL,0,0,0,,train,0,,,,4;5;6
7022661,CONTROL,0,0,0,,train,0,,,,4;5;6
7024249,CONTROL,0,0,0,,train,0,,,,4;5;6
7031027,CONTROL,0,0,0,,train,0,,,,4;5;6
7037042,CONTROL,0,0,0,,train,0,,,,4;5;6
7037993,CONTROL,0,0,0,,train,0,,,,4;5;6
7038784,CONTROL,0,0,0,,train,0,,,,4;5;6
7038920,CONTROL,0,0,0,,train,0,,,,4;5;6
7039125,CONTROL,0,0,0,,train,0,,,,4;5;6
7039200,CONTROL,0,0,0,,train,0,,,,4;5;6
7053238,CONTROL,0,0,0,,train,0,,,,4;5;6
7090649,CONTROL,0,0,0,,train,0,,,,4;5;6
7092111,CONTROL,0,0,0,,train,0,,,,4;5;6
7092694,CONTROL,0,0,0,,train,0,,,,4;5;6
7098371,CONTROL,0,0,0,,train,0,,,,4;5;6
7101990,CONTROL,0,0,0,,train,0,,,,4;5;6
7102661,CONTROL,0,0,0,,train,0,,,,4;5;6
7103351,CONTROL,0,0,0,,train,0,,,,4;5;6
7108222,CONTROL,0,0,0,,train,0,,,,4;5;6
7109107,CONTROL,0,0,0,,train,0,,,,4;5;6
7109955,CONTROL,0,0,0,,train,0,,,,4;5;6
7120789,CONTROL,0,0,0,,train,0,,,,4;5;6
7124707,CONTROL,0,0,0,,train,0,,,,4;5;6
7125794,CONTROL,0,0,0,,train,0,,,,4;5;6
7130307,CONTROL,0,0,0,,train,0,,,,4;5;6
7130471,CONTROL,0,0,0,,train,0,,,,4;5;6
7132155,CONTROL,0,0,0,,train,0,,,,4;5;6
7134424,CONTROL,0,0,0,,train,0,,,,4;5;6
7135651,CONTROL,0,0,0,,train,0,,,,4;5;6
7175204,CONTROL,0,0,0,,train,0,,,,4;5;6
7184143,CONTROL,0,0,0,,train,0,,,,4;5;6
7185973,CONTROL,0,0,0,,train,0,,,,4;5;6
7186059,CONTROL,0,0,0,,train,0,,,,4;5;6
7192866,CONTROL,0,0,0,,train,0,,,,4;5;6
7200833,CONTROL,0,0,0,,train,0,,,,4;5;6
7200910,CONTROL,0,0,0,,train,0,,,,4;5;6
7201771,CONTROL,0,0,0,,train,0,,,,4;5;6
7202003,CONTROL,0,0,0,,train,0,,,,4;5;6
7202784,CONTROL,0,0,0,,train,0,,,,4;5;6
7203267,CONTROL,0,0,0,,train,0,,,,4;5;6
7207394,CONTROL,0,0,0,,train,0,,,,4;5;6
7207953,CONTROL,0,0,0,,train,0,,,,4;5;6
7211156,CONTROL,0,0,0,,train,0,,,,4;5;6
7212263,CONTROL,0,0,0,,train,0,,,,4;5;6
7213282,CONTROL,0,0,0,,train,0,,,,4;5;6
7221541,CONTROL,0,0,0,,train,0,,,,4;5;6
7257241,CONTROL,0,0,0,,train,0,,,,4;5;6
7267121,CONTROL,0,0,0,,train,0,,,,4;5;6
7267385,CONTROL,0,0,0,,train,0,,,,4;5;6
7267593,CONTROL,0,0,0,,train,0,,,,4;5;6
7268863,CONTROL,0,0,0,,train,0,,,,4;5;6
7270548,CONTROL,0,0,0,,train,0,,,,4;5;6
7271552,CONTROL,0,0,0,,train,0,,,,4;5;6
7273202,CONTROL,0,0,0,,train,0,,,,4;5;6
7281230,CONTROL,0,0,0,,train,0,,,,4;5;6
7282933,CONTROL,0,0,0,,train,0,,,,4;5;6
7282941,CONTROL,0,0,0,,train,0,,,,4;5;6
7283897,CONTROL,0,0,0,,train,0,,,,4;5;6
7289416,CONTROL,0,0,0,,train,0,,,,4;5;6
7293547,CONTROL,0,0,0,,train,0,,,,4;5;6
7335875,CONTROL,0,0,0,,train,0,,,,4;5;6
7335990,CONTROL,0,0,0,,train,0,,,,4;5;6
7336414,CONTROL,0,0,0,,train,0,,,,4;5;6
7347076,CONTROL,0,0,0,,train,0,,,,4;5;6
7353062,CONTROL,0,0,0,,train,0,,,,4;5;6
7353256,CONTROL,0,0,0,,train,0,,,,4;5;6
7354508,CONTROL,0,0,0,,train,0,,,,4;5;6
7363339,CONTROL,0,0,0,,train,0,,,,4;5;6
7364520,CONTROL,0,0,0,,train,0,,,,4;5;6
7365257,CONTROL,0,0,0,,train,0,,,,4;5;6
7366775,CONTROL,0,0,0,,train,0,,,,4;5;6
7367267,CONTROL,0,0,0,,train,0,,,,4;5;6
7377288,CONTROL,0,0,0,,train,0,,,,4;5;6
7385225,CONTROL,0,0,0,,train,0,,,,4;5;6
7417056,CONTROL,0,0,0,,train,0,,,,4;5;6
7417498,CONTROL,0,0,0,,train,0,,,,4;5;6
7422626,CONTROL,0,0,0,,train,0,,,,4;5;6
7426796,CONTROL,0,0,0,,train,0,,,,4;5;6
7427148,CONTROL,0,0,0,,train,0,,,,4;5;6
7431012,CONTROL,0,0,0,,train,0,,,,4;5;6
7433548,CONTROL,0,0,0,,train,0,,,,4;5;6
7436299,CONTROL,0,0,0,,train,0,,,,4;5;6
7447195,CONTROL,0,0,0,,train,0,,,,4;5;6
7448445,CONTROL,0,0,0,,train,0,,,,4;5;6
7451587,CONTROL,0,0,0,,train,0,,,,4;5;6
7459783,CONTROL,0,0,0,,train,0,,,,4;5;6
7460370,CONTROL,0,0,0,,train,0,,,,4;5;6
7465043,CONTROL,0,0,0,,train,0,,,,4;5;6
